CAR_CHC_ID,POSITION_TITLE_E,SELECTION_PROCESS_NUMBER,POSITIONS_AVAILABLE,DEPT_CD,CLASSIFICATIONS,VARIOUS_WORK_LOCATION,TOTAL_SUBMITTED,POSTER_URL,cd,tot_in
1085253,Coordinating Member,17-IRB-EA-09-923326,1,IRB,AS08,0,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085253,2466,30
1085259,"Lead Technologist, Electronic / Electrical Power, or Control Systems",17-DND-EA-ADMST-422400,1,DND,EL06,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085259,3520,10
1085320,Economist\Analyst,17-STC_IA_NCR-03,1,STC,EC04,0,52,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085320,3506,32
1085320,Economist\Analyst,17-STC_IA_NCR-03,1,STC,EC05,0,52,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085320,3506,31
1085348,Various Officer/Coordinator/Executive Assistant positions,2017-PEN-IA-NHQ-130173,10,PEN,AS02,0,127,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085348,3506,70
1085382,Manager Centre of Expertise,17-EXT-IA-TH-1017057,1,EXT,PE05,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085382,2481,5
1085409,"Manager, Planning & Performance",2017-SVC-IA-HQ-303591,1,SVC,EC07,0,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085409,2481,5
1085424,Competition Law Officer | Developmental Program,17-DUS-NCR-IA-303594,2,DUS,CO01,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085424,2481,1
1085431,"Research assistant, Metal toxicity to invertebrates",17-DOE-NCR-EA-303593,1,DOE,,0,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085431,3506,5
1085435,Staff Officer to the Director General,17-DFO-NCR-ACIN-CCG-212705,1,DFO,AS04,0,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085435,3506,1
1085452,Senior Human Resources Advisor,17-GSS-QC-IA-CorpServ-212720,0,GSS,PE04,0,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085452,2481,9
1085508,Senior Project Engineer,17-DFO-MAR-EA-EFM-205259,1,DFO,ENENG04,1,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085508,1209,10
1085508,Senior Project Engineer,17-DFO-MAR-EA-EFM-205259,1,DFO,ENENG04,1,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085508,1307,9
1085516,Salary Management Administrator,2017-RSN-IA-CMSS-180411,1,RSN,AS03,0,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085516,3506,11
1085525,Licensing Officer,17-DFO-GLF-IA-212648,0,DFO,PM02,0,76,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085525,1307,60
1085526,Occupational Health and Safety Advisor,17-BAL-EA-1745,1,BAL,AS04,0,60,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085526,2481,21
1085557,"Supervisor, Accounting Operations",3270-RTC-FCS-IA-000297/17,1,RTC,FI02,0,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085557,2481,14
1085558,Quaternary Geology,2017-RSN-EA-RAP-LMS-180404,1,RSN,,0,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085558,2423,1
1085563,Legal Assistant Supervisor,2017-PPD-IA-AB-110941,1,PPD,CR06,1,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085563,4806,3
1085563,Legal Assistant Supervisor,2017-PPD-IA-AB-110941,1,PPD,CR06,1,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085563,4811,4
1085563,Legal Assistant Supervisor,2017-PPD-IA-AB-110941,1,PPD,CR06,1,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085563,6106,2
1085582,"Junior Program Officer,  1 (indeterminate) , 1 (anticipatory)",17-NHW-SPB-IA-NCR-212471,2,SHC,PM02,0,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085582,3506,54
1085597,"Manager, IT Services@CED",17-FRD-IA-MB-303223,1,FRD,CS04,0,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085597,2466,8
1085651,Publishing Officer,17-DND-IA-ADMST-422445,1,DND,AS02,0,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085651,4801,0
1085678,Research Scientist ¿ Integrated Cropping Systems,17-AGR-ATL-EA-ST-49,1,AGR,SERES01,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085678,1310,2
1085678,Research Scientist ¿ Integrated Cropping Systems,17-AGR-ATL-EA-ST-49,1,AGR,SERES02,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085678,1310,2
1085678,Research Scientist ¿ Integrated Cropping Systems,17-AGR-ATL-EA-ST-49,1,AGR,SERES03,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085678,1310,1
1085678,Research Scientist ¿ Integrated Cropping Systems,17-AGR-ATL-EA-ST-49,1,AGR,SERES04,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085678,1310,1
1085678,Research Scientist ¿ Integrated Cropping Systems,17-AGR-ATL-EA-ST-49,1,AGR,SERES05,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085678,1310,2
1085705,Project Officer,17-DND-IA-OTTWA-422426,1,DND,AS02,0,43,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085705,3506,24
1085734,Business Analyst,17-DUS-NCR-EA-303641,0,DUS,CS03,0,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085734,2481,7
1085745,"Manager, Consolidated System Control Division",2017-SVC-IA-HQ-303159,2,SVC,AS06,1,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085745,2481,16
1085745,"Manager, Consolidated System Control Division",2017-SVC-IA-HQ-303159,2,SVC,AS06,1,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085745,3506,14
1085753,"Manager, Collaboration Systems  - ANTICIPATORY",17-BAL-IA-DM-SAD-ACIN-1689,0,BAL,CS04,0,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085753,2481,13
1085756,Visits Officer ***Extension of closing date***,2017-IMC-IA-26332,1,IMC,AS03,0,78,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085756,3506,37
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM00,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3510,6
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM00,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3512,10
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM00,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3543,2
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM00,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3547,9
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM09,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3510,3
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM09,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3512,11
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM09,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3543,2
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,GLMAM09,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3547,9
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP01,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3510,4
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP01,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3512,14
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP01,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3543,5
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP01,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3547,8
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP03,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3510,2
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP03,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3512,13
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP03,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3543,2
1085763,"Water, Fuel and Environmental Technician or Apprentice",17-DND-EA-PETWW-422432,2,DND,HP03,1,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085763,3547,7
1085766,Senior Human Factors Investigator,17-TSB-OPS-SEC-032,1,TSB,EC06,0,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085766,2481,4
1085793,Research  Assistant,17-DOE-ONT-EA-303654,1,DOE,,0,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085793,3510,1
1085816,Sector Specialist,17-AGR-NCR-IA-MISB-427,1,AGR,CO02,0,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085816,3506,3
1085818,Ice Operations Officer,17-DFO-ACCG-IA-CCG-212783,2,DFO,GT03,0,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085818,1001,2
1085826,"IM/IT Technician, Computer Systems and Network Support, Client Support Specialist",17-DND-IA-ESQ-422440,0,DND,CS01,0,28,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085826,5917,18
1085827,Communications Officer (Web) - ANTICIPATORY,17-DOE-NCR-IA-305799,2,DOE,IS02,0,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085827,2481,15
1085827,Communications Officer (Web) - ANTICIPATORY,17-DOE-NCR-IA-305799,2,DOE,IS03,0,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085827,2481,16
1085838,Visits Coordinator ***Extension of closing date***,2017-IMC-IA-26333,1,IMC,AS06,0,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085838,3506,33
1085880,Human Resources Advisor Trainee,17-DFO-PAC-IA-HRCS-212804,0,DFO,PE01,1,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085880,5915,12
1085880,Human Resources Advisor Trainee,17-DFO-PAC-IA-HRCS-212804,0,DFO,PE01,1,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085880,5917,8
1085880,Human Resources Advisor Trainee,17-DFO-PAC-IA-HRCS-212804,0,DFO,PE01,1,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085880,5921,1
1085881,"Senior Program Officer (Specialist/Supervisor), Program Delivery",17-NHW-FNIH-EA--211464,0,SHC,PM04,0,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085881,4706,41
1085937,Early Resolution Officer,2017-CSD-EA-NB-17904-EA,0,CSD,PM02,1,130,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085937,1001,24
1085937,Early Resolution Officer,2017-CSD-EA-NB-17904-EA,0,CSD,PM02,1,130,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085937,1102,21
1085937,Early Resolution Officer,2017-CSD-EA-NB-17904-EA,0,CSD,PM02,1,130,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085937,1209,17
1085937,Early Resolution Officer,2017-CSD-EA-NB-17904-EA,0,CSD,PM02,1,130,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085937,1307,17
1085976,Payment Services Officer,2017-CSD-EA-MAN-18168,0,CSD,PM01,0,575,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1085976,4611,407
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4611,37
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4704,2
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4711,30
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4715,28
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4715,28
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4805,10
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4808,13
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4808,13
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4811,34
1086019,Social Program Officer,2017-PEN-EA-PRA-129878,0,PEN,WP03,1,250,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086019,4818,8
1086022,Unit General Safety and Environmental Officer (Amended closing date),17-DND-IA-ESQ-420751,1,DND,AS03,0,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086022,1209,5
1086047,Communications Security (COMSEC) Custodian,17-DND-IA-ESQ-420750,1,DND,AS01,0,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086047,1209,10
1086054,Operating Engineer,2017-RSN-IA-CMSS-180457,1,RSN,HP04,0,1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086054,3557,1
1086055,Project Officer,2017-PEN-IA-NHQ-130234,1,PEN,AS04,0,92,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086055,3506,68
1086062,Information Systems Administrator - ANTICIPATORY,17-RCM-IA-N-N-NCR-SIBS-69759,0,RCM,AS03,0,39,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086062,3506,27
1086171,"Director, Internal Audit and Chief Audit Executive ***AMENDMENT",2017-FIN-IA-AA-29832,1,FIN,EX01,0,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086171,3506,6
1086183,"Manager, Compensation Processing Division",2017-SVC-IA-HQ-303323,1,SVC,AS07,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086183,2481,8
1086183,"Manager, Compensation Processing Division",2017-SVC-IA-HQ-303323,1,SVC,AS07,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086183,3506,9
1086206,Victim Services Officer,2017-PEN-EA-ATL-130249,0,PEN,WP03,0,79,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086206,1307,26
1086235,Executive Assistant to the Regional Director General (ANTICIPATORY),17-IAN-EA-BB-MB-RDGO-303717,0,IAN,AS04,0,63,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086235,4611,35
1086253,Senior Communications Advisor,17-GSS-ON-EA-CS-212688,0,GSS,IS05,0,84,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086253,3506,46
1086275,"Manager, Information Management, Technology Services",17-IAN-NU-IA-303721,1,IAN,CS03,0,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086275,6204,4
1086294,Training Coordinator,17-DOE-NCR-IA-303736,1,DOE,AS02,0,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086294,2481,2
1086311,Project Leader,2017-SVC-IA-HQ-303628,2,SVC,AS05,0,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086311,2481,13
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,1210,2
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,1211,1
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,1307,12
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,1309,14
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2434,9
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2446,6
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2449,14
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2461,7
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2465,9
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2473,5
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2479,10
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,2497,17
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,3510,27
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,3514,5
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,3530,1
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,3544,12
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4614,4
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4711,5
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4715,9
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4805,5
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4808,14
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4811,20
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,4818,5
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,5909,30
1086330,Detector Dog Handler / Search Specialist,2017-PEN-IA-NAT-130269,0,PEN,CX02,1,402,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086330,5909,30
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,1210,3
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,1211,6
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,1307,6
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,1307,6
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,1309,6
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2434,7
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2446,3
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2461,1
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2465,9
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2473,5
1086335,Correctional Staff Training Officer,2017-PEN-IA-QUE-127939-1,0,PEN,CX03,1,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086335,2497,5
1086340,Administrative Assistant,17-MOT-IA-HRS-88629,0,MOT,AS01,0,52,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086340,3506,29
1086353,Get your creative brain off leash,2017-IMC-DM-26353,1,IMC,IS05,0,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086353,3506,33
1086368,Administrative Officer to the Director General,17-CES-CSB-IA-103288,1,CES,AS02,0,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086368,3506,16
1086424,Data Quality Business Process Administrator,2017-IMC-IA-26349,1,IMC,AS02,0,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1086424,3506,4
